micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-HIST-M2-4-020,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Humayun (1530-1556) — Lost empire to Sher Shah Suri — Exile in Persia; Sher Shah Suri — Grand Trunk Road, Rupee (silver coin), Sarais, Revenue reforms; Humayun's return — Recaptured Delhi (1555) (+1 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-021,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,Akbar (1556-1605) — Second Battle of Panipat (1556) — Defeated Hemu (Bairam Khan as regent); Policies:; Sulh-i-kul (universal peace/tolerance) (+11 more),"Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-022,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Jahangir (1605-1627) — Justice chain (Zanjir-i-Adl); Nur Jahan — Powerful queen, political influence; Captain Hawkins, Sir Thomas Roe (British embassy) (+2 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-023,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Shah Jahan (1628-1658) — ""Golden Age of Mughal Architecture""; Taj Mahal, Red Fort, Jama Masjid (Delhi); Peacock Throne (Takht-i-Taus) (+2 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-024,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Aurangzeb (1658-1707) — Largest Mughal territorial extent; Reimposed Jizya, destroyed temples; Deccan campaigns — Annexed Bijapur, Golconda (+3 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-025,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Later Mughals & Decline — Bahadur Shah I, Jahandar Shah, Muhammad Shah (Nadir Shah's invasion 1739); Causes — Aurangzeb's policies, Maratha rise, regional powers, European advent; Last Mughal — Bahadur Shah Zafar II (1857 revolt figurehead)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-026,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Mughal Administration (Comprehensive) — Central — Padshah, Vakil, Wazir, Mir Bakshi, Sadr-us-Sudur, Qazi; Mansabdari system — Zat (personal rank), Sawar (cavalry rank); Revenue — Zabti, Nasaq, Kankut, Batai (+2 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-027,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Mughal Economy — Agriculture — Cash crops (indigo, cotton, sugarcane, opium); Trade — European companies, Indian textiles global demand; Crafts — Textiles (muslin, silk), carpet weaving (+2 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-028,History,Mains Paper-II (M2-4),MUGHAL EMPIRE,"Mughal Art, Architecture & Culture — Architecture — Indo-Islamic synthesis, Persian influence; Akbar — Fatehpur Sikri (Buland Darwaza, Panch Mahal); Shah Jahan — Taj Mahal, Red Fort, Jama Masjid (+3 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-029,History,Mains Paper-II (M2-4),BHAKTI MOVEMENT & SUFISM,"Bhakti Movement — Origins— Alvars (Vaishnavite, Tamil) and Nayanars (Shaivite, Tamil); Characteristics:; Personal devotion to God (+22 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-030,History,Mains Paper-II (M2-4),BHAKTI MOVEMENT & SUFISM,"Sufism — Origin— Mystical dimension of Islam, focus on love of God; Core Concepts:; Tariqa (path), Murshid/Pir (master), Murid (disciple) (+14 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-031,History,Mains Paper-II (M2-4),SHIVAJI & RISE OF MARATHA EMPIRE,"Shivaji (1630-1680) — Background — Bhonsle family, mother Jijabai's influence; Early conquests — Capture of Torna, Raigad, Sinhagad forts; Conflict with Bijapur — Afzal Khan episode (+9 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-4-032,History,Mains Paper-II (M2-4),SHIVAJI & RISE OF MARATHA EMPIRE,"Later Marathas — Sambhaji — Killed by Aurangzeb; Rajaram, Tarabai — Continued resistance; Shahu vs. Tarabai conflict (+6 more)","Delhi Sultanate, Vijayanagar, Mughal Empire, Bhakti & Sufi Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-001,History,Mains Paper-II (M2-5),EUROPEAN TRADING COMPANIES & BRITISH CONQUEST,"Advent of Europeans — Portuguese — Vasco da Gama (1498), Goa (1510), first European power; Dutch — Pulicat, Masulipatnam, defeated by English; English — East India Company (1600), Surat (1613), Madras (1639), Bombay (1668), Calcutta (1690) (+2 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-002,History,Mains Paper-II (M2-5),EUROPEAN TRADING COMPANIES & BRITISH CONQUEST,"Anglo-French Rivalry (Carnatic Wars) — First Carnatic War (1746-48) — Madras captured by French; Second Carnatic War (1749-54) — Dupleix's political strategy; Third Carnatic War (1758-63) — Battle of Wandiwash (1760), French defeat (+1 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-003,History,Mains Paper-II (M2-5),EUROPEAN TRADING COMPANIES & BRITISH CONQUEST,"Rise of British Power — Bengal:; Battle of Plassey (1757) — Clive vs. Siraj-ud-Daulah; Battle of Buxar (1764) — Decisive, Diwani rights (+11 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-004,History,Mains Paper-II (M2-5),EUROPEAN TRADING COMPANIES & BRITISH CONQUEST,"Governor-Generals & Viceroys (Key policies) — Warren Hastings — Regulating Act (1773), first GG of Bengal; Cornwallis — Permanent Settlement (1793), civil service reforms; Wellesley — Subsidiary Alliance System (+5 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-005,History,Mains Paper-II (M2-5),EUROPEAN TRADING COMPANIES & BRITISH CONQUEST,"Land Revenue Systems — Permanent Settlement (Zamindari) — Bengal, fixed revenue to Zamindars; Ryotwari — Madras, Bombay — Direct settlement with cultivators; Mahalwari — NW Provinces — Village-based settlement","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-006,History,Mains Paper-II (M2-5),REVOLT OF 1857,"Background & Causes — Political — Doctrine of Lapse, annexations, dethroned rulers; Economic — Drain of wealth, deindustrialization, revenue exploitation; Social — Social legislation seen as interference (Sati abolition, Widow remarriage) (+3 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-007,History,Mains Paper-II (M2-5),REVOLT OF 1857,"Course of the Revolt — Started at Meerut (10 May 1857) — Mangal Pandey (Barrackpore, March 1857); Delhi — Bahadur Shah Zafar declared emperor; Centers & Leaders: (+7 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-008,History,Mains Paper-II (M2-5),REVOLT OF 1857,"Suppression — British recaptured Delhi (September 1857); Fall of Lucknow, Kanpur, Jhansi; Guerrilla resistance continued till 1859","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-009,History,Mains Paper-II (M2-5),REVOLT OF 1857,"Causes of Failure — Limited geographical spread; Lack of unified leadership and planning; Loyalty of Sikhs, Gurkhas, Hyderabad Nizam to British (+2 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-010,History,Mains Paper-II (M2-5),REVOLT OF 1857,Consequences — End of Mughal Empire — Bahadur Shah exiled to Rangoon; Government of India Act 1858 — Crown rule replaces Company; Queen Victoria's Proclamation — Promises of non-interference (+4 more),"European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-011,History,Mains Paper-II (M2-5),REVOLT OF 1857,Significance — First war of Indian independence (V.D. Savarkar's interpretation); National consciousness awakened; Showed need for organized national movement (+1 more),"European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-012,History,Mains Paper-II (M2-5),SOCIO-RELIGIOUS REFORM MOVEMENTS (19th-20th CENTURY),"Hindu Reform Movements — Raja Ram Mohan Roy — Brahmo Samaj (1828), Sati abolition, Western education advocate; Dayananda Saraswati — Arya Samaj (1875), ""Back to Vedas"", Shuddhi movement; Swami Vivekananda — Ramakrishna Mission (1897), Chicago speech (1893), practical Vedanta (+3 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-013,History,Mains Paper-II (M2-5),SOCIO-RELIGIOUS REFORM MOVEMENTS (19th-20th CENTURY),"Islamic Reform Movements — Sir Syed Ahmad Khan — Aligarh Movement, MAO College (1875), modernization of Muslims; Deoband Movement — Orthodox, anti-British later; Ahmadiyya Movement — Mirza Ghulam Ahmad","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-014,History,Mains Paper-II (M2-5),SOCIO-RELIGIOUS REFORM MOVEMENTS (19th-20th CENTURY),Sikh Reform Movement — Singh Sabha Movement — Reform of Sikh practices; Akali Movement — Gurdwara reform,"European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-015,History,Mains Paper-II (M2-5),SOCIO-RELIGIOUS REFORM MOVEMENTS (19th-20th CENTURY),"Self-Respect & Anti-Caste Movements — Jyotirao Phule — Satya Shodhak Samaj (1873), women's & Shudra education; Narayana Guru — ""One caste, one religion, one God"", Kerala; Periyar (E.V. Ramaswamy Naicker) — Self-Respect Movement, anti-Brahmin, rationalist (+1 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-016,History,Mains Paper-II (M2-5),SOCIO-RELIGIOUS REFORM MOVEMENTS (19th-20th CENTURY),"Andhra Pradesh Specific Reforms — Kandukuri Veeresalingam — ""Father of Telugu renaissance""; Widow remarriage, women's education, Telugu prose; Gurajada Apparao — Kanyasulkam (social reform drama) (+2 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,dynamic,ap_specific,,,,,mains,paper2
MT-HIST-M2-5-017,History,Mains Paper-II (M2-5),SOCIO-RELIGIOUS REFORM MOVEMENTS (19th-20th CENTURY),"Impact of Reform Movements — Social modernization — Women's rights, education, caste reform; Cultural renaissance — Vernacular literature revival; Political awakening — Foundation for nationalist movement (+1 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-018,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Rise of Indian Nationalism — Factors — English education, press, economic exploitation, racial discrimination; Indian National Congress (1885) — A.O. Hume, first session Bombay (W.C. Bonnerjee)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-019,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Phase I: Moderate Phase (1885-1905) — Leaders — Dadabhai Naoroji, Gokhale, Pherozeshah Mehta, R.C. Dutt; Methods — Petitions, resolutions, constitutional means; Drain Theory — Dadabhai Naoroji (""Poverty and Un-British Rule in India"") (+1 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-020,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Phase II: Extremist Phase (1905-1920) — Leaders — Tilak (""Swaraj is my birthright""), Lala Lajpat Rai, Bipin Chandra Pal; Partition of Bengal (1905) — Swadeshi and Boycott movements; Surat Split (1907) — Moderates vs. Extremists (+5 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-021,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Phase III: Gandhian Phase (1920-1947) — Mahatma Gandhi — Philosophy & Methods:; Satyagraha — Truth-force, non-violent resistance; Ahimsa (non-violence), Sarvodaya (welfare of all) (+36 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-022,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Other Movements — Peasant Movements — Moplah (1921), Tebhaga (1946), Telangana (1946-51); Tribal Movements — Munda (Birsa Munda), Santhal, Kol; Workers' Movements — AITUC (1920), Bombay textile strikes (+1 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-023,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Towards Independence — Cripps Mission (1942) — Failed; Wavell Plan, Shimla Conference (1945); Cabinet Mission (1946) — Three-tier federal structure proposal (+3 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-HIST-M2-5-024,History,Mains Paper-II (M2-5),INDIAN NATIONAL MOVEMENT (FREEDOM STRUGGLE),"Post-Independence Consolidation — Integration of Princely States — Sardar Patel, V.P. Menon; Instrument of Accession, Standstill agreements; Hyderabad (Operation Polo), Junagadh, Kashmir (+8 more)","European Penetration, British Conquest, Freedom Struggle, Reform Movements",G2_PLUS,analytical,static,shared_gs,,,,,mains,paper2
MT-AP_HIST-M2-6-001,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,"Satavahanas in Andhra Context — Founder — Simuka; Capital — Pratishthana (Paithan), Amaravati; Key rulers — Satakarni I, Gautamiputra Satakarni, Pulumavi; Administration — Aharas, Mahabhojas, Maharathis (+5 more)",History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-6-002,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,Ikshvakus — Successors of Satavahanas in Krishna-Guntur region; Capital — Vijayapuri (Nagarjunakonda); Patronized Buddhism — Nagarjunakonda Buddhist complex (+2 more),History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-6-003,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,Salankayanas — Region — Vengi (East Godavari-West Godavari); Brahmanical revivalists; Telugu inscriptions — Early evidence,History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-6-004,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,Pallavas in Andhra — Bappadeva sect in Andhra region; Cultural influence on AP coast,History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-6-005,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,"Vishnukundins — Region — Between Vindhyas and Krishna river; Patronized both Hinduism and Buddhism; Cave architecture — Mogalrajapuram, Undavalli (+1 more)",History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-6-006,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,"Eastern Chalukyas of Vengi — Founded by Kubja Vishnuvardhana (brother of Pulakeshin II); Capital — Vengi (near Eluru); Important rulers — Gunaga Vijayaditya III, Amma I (+4 more)",History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-6-007,AP History,Mains Paper-II (M2-6),ANCIENT ANDHRA — SATAVAHANAS TO EASTERN CHALUKYAS,"Renati Cholas & Others — Subordinates in Rayalaseema; Earliest Telugu inscriptions — Erragudi, Kalamalla; Contribution to Telugu script development",History of Andhra Pradesh from ancient times,G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-001,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),"Kakatiyas (1083-1323 CE) — Capital — Orugallu (Warangal); Founders — Beta I, Prola I (subordinates of Western Chalukyas); Key rulers: (+13 more)","Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-002,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),"Reddis (1325-1448 CE) — Founded by Prolaya Vema Reddi — Post-Kakatiya, anti-Sultanate; Capital — Kondavidu, later Rajahmundry; Key rulers — Anapota Reddi, Kumaragiri Reddi (+2 more)","Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-003,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),Gajapatis (Kalinga/Orissa influence) — Control over parts of North Andhra; Kapileshwara Gajapati — Extended to Andhra coast; Defeated by Vijayanagar and Sultanates,"Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-004,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),Vijayanagar Rule in Andhra — Krishnadevaraya — Telugu golden age; Ashtadiggajas — Eight great Telugu poets:; Allasani Peddana (Andhra Kavita Pitamaha) — Manu Charitra (+6 more),"Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-005,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),"Qutubshahi Dynasty (Golconda) — Founded by Sultan Quli (1518); Capital — Golconda, later Hyderabad; Contributions to Andhra: (+6 more)","Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-006,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),"Bahmani Sultanate (Influence on Andhra) — Deccan Sultanate influence on western Andhra regions; Cultural exchange — Architecture, Language","Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-007,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),"Telugu Language & Literature Growth — Kavitraya — Nannaya, Tikkana, Errapragada (Mahabharata in Telugu); Nannaya — Adi Kavi (First poet), Andhra Shabda Chintamani; Tikkana — Kavibrahma, 15 Parvams of Mahabharata (+5 more)","Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-7-008,AP History,Mains Paper-II (M2-7),MEDIEVAL ANDHRA (1000-1565 CE),"Fine Arts, Art & Architecture (1000-1565) — Temple architecture — Kakatiya, Vijayanagar styles; Sculpture — Stone, bronze traditions; Music — Carnatic music foundations (+1 more)","Satavahanas, Ikshvakus, Eastern Chalukyas, Kakatiyas",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-001,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"European Trade in Andhra — Portuguese — Masulipatnam, early coastal presence; Dutch — Masulipatnam, Pulicat; English — Masulipatnam (1611), Madras (1639) (+1 more)","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-002,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),Andhra under Company Rule — Northern Circars — British acquisition from Nizam; Carnatic Wars — Impact on Andhra coast; Treaty of Hyderabad — Nizam as British ally (+1 more),"Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-003,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Christian Missionaries — Education — English medium schools, colleges; Social reform — Anti-caste work, women's education; C.P. Brown — Telugu lexicography, Telugu-English dictionary (+2 more)","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-004,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Zamindari & Polegary System — Zamindars — Permanent Settlement impact in Andhra; Polegars — Local chiefs, resistance to British; Exploitation — Revenue demands, peasant distress (+1 more)","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-005,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Social Reformers of Andhra — Kandukuri Veeresalingam — ""Father of Telugu Renaissance""; Widow remarriage, Women's education; Telugu novels, Drama (Rajasekhara Charitra) (+6 more)","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-006,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Library Movement — Ayyanka Venkataratnam — Pioneer; Gadicherla Harisarvothama Rao — Library movement leader; Impact — Literacy, awareness, political consciousness","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-007,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Role of Press & Newspapers — Telugu newspapers — Andhra Patrika, Krishna Patrika, Swatantra; Role in nationalist awakening; Kasinanathuni Nageswara Rao — Andhra Patrika founder","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-008,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Folk & Tribal Culture — Folk arts — Burra Katha, Harikatha, Chindu Bhagavatham; Tribal culture — Chenchu, Koya, Savara, Lambadi traditions; Oral traditions — Folklore, Ballads (+1 more)","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-8-009,AP History,Mains Paper-II (M2-8),MODERN ANDHRA (COLONIAL PERIOD),"Role of Women — Women in reform — Education, public life; Duvvuri Subbamma, Muthulakshmi Reddy; Women in freedom struggle — Local participation","Vijayanagar rulers in AP, Qutb Shahis, Nizam",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-9-001,AP History,Mains Paper-II (M2-9),NATIONALIST MOVEMENT IN ANDHRA,"Justice Party & Non-Brahmin Movement — Justice Party — Founded 1916, Anti-Brahmin, Demanded representation; Self-Respect Movement — Influenced by Periyar; Impact on Andhra social structure","Nationalist movement in AP, Important leaders",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-9-002,AP History,Mains Paper-II (M2-9),NATIONALIST MOVEMENT IN ANDHRA,Nationalist Movement in Andhra (1885-1947) — Early Congress — Andhra leaders in INC; Swadeshi movement — Impact on Andhra; Home Rule — Andhra response (+3 more),"Nationalist movement in AP, Important leaders",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-9-003,AP History,Mains Paper-II (M2-9),NATIONALIST MOVEMENT IN ANDHRA,"Key Andhra Leaders — Alluri Sitaramraju — Rampa Rebellion (1922-24), Tribal freedom fighter; Duggirala Gopalakrishnaiah — Chirala-Perala Non-Tax movement; Konda Venkatappayya — Andhra Kesari, Congress leader (+4 more)","Nationalist movement in AP, Important leaders",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-9-004,AP History,Mains Paper-II (M2-9),NATIONALIST MOVEMENT IN ANDHRA,"Nationalist & Revolutionary Literature — Gurram Jashuva — Dalit poet, Gabbilam, Firadausi; Boyi Bheemanna — Progressive literature; Sri Sri (Srirangam Srinivasa Rao) — Mahaprasthanam (revolutionary poetry) (+4 more)","Nationalist movement in AP, Important leaders",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-9-005,AP History,Mains Paper-II (M2-9),NATIONALIST MOVEMENT IN ANDHRA,"Peasant & Workers Movements — Anti-Zamindari movements — Peasant resistance; Kisan movements — Andhra Mahasabha, Communist-led; Telangana Armed Struggle (1946-51) — Against Nizam's rule","Nationalist movement in AP, Important leaders",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-9-006,AP History,Mains Paper-II (M2-9),NATIONALIST MOVEMENT IN ANDHRA,Socialists & Communists in Andhra — Role of CPI in Andhra — Peasant mobilization; Andhra Mahasabha — Cultural + Political movement; Impact on Telugu society,"Nationalist movement in AP, Important leaders",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
