micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-ECON-M4-4-007,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),"Budget components — Revenue, Capital, Plan, Non-Plan (discontinued)","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-008,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),Budgeting process — Pre-budget consultations to Parliament approval,"Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-009,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),"Types of budget — Gender, Outcome, Zero-based","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-010,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),"Deficit management — Revenue, Fiscal, Primary deficits","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-011,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),"Current Union Budget — Key highlights, Analysis","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-012,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),"GST issues — Compensation cess, Revenue neutral rate","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-013,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),Federal finance — Finance Commission recommendations,"Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-014,Economy,Mains Paper-IV (M4-4),Government Budgeting (Detailed),"AP Budget specifics — Constraints, Central assistance, Deficit management","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-6-008,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"Poverty alleviation — MGNREGA, NRLM, PM-KISAN","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-009,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"Health — NHM, Ayushman Bharat","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-010,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"Education — NEP 2020, Samagra Shiksha","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-011,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"Women empowerment — Beti Bachao, MUDRA","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-012,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"Food Security — NFSA, PDS reforms","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-013,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"Financial inclusion — PMJDY, Mudra, SHGs","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-014,Economy,Mains Paper-IV (M4-6),Inclusive Growth (Detailed),"AP specific — Navaratnalu, DWCRA, State welfare schemes","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-11-007,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),"Transport — Sagarmala, Bharatmala, Dedicated Freight Corridors, UDAN","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-008,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),"Communication — BharatNet, 5G","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-009,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),"Energy — National Solar Mission, Green Hydrogen","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-010,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),"Urban — Smart Cities, AMRUT, PMAY","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-011,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),"Finance issues — PPP, Viability Gap Funding","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-012,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),Environmental impacts of infrastructure,"Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-013,Economy,Mains Paper-IV (M4-11),Infrastructure (Detailed),"AP Infrastructure — Ports, Roads, IT, Power projects","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
