pyq_id,commission,year,paper,question_number,subject,micro_topic_id,question_type,cognitive_level,difficulty,recurrence,ca_linked,question_summary
APPSC-G1-2023-P5-Q9a,APPSC,2023,paper5,9a,Science & Technology,MT-SCI-M5-9-002,ANALYTICAL,L4,hard,repeat_topic,false,India patents fraction compared to China US despite rising innovation
APPSC-G1-2023-P5-Q9b,APPSC,2023,paper5,9b,Science & Technology,MT-SCI-M5-9-001,ANALYTICAL,L3,hard,first_time,false,Tools for IPR commercialization and CIPAM role in India
APPSC-G1-2023-P5-Q10a,APPSC,2023,paper5,10a,Science & Technology,MT-SCI-M5-7-001,ANALYTICAL,L4,hard,first_time,false,Inefficient farming GM crops bad answer to wrong food problem
APPSC-G1-2023-P5-Q10b,APPSC,2023,paper5,10b,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,hard,first_time,true,Weather forecasting ISRO role disaster management Mission NISAR
APPSC-G1-2023-P5-Q11a,APPSC,2023,paper5,11a,Science & Technology,MT-SCI-M5-2-003,ANALYTICAL,L4,very_hard,first_time,true,AI manipulated digital media impact privacy democracy national security
APPSC-G1-2023-P5-Q11b,APPSC,2023,paper5,11b,Science & Technology,MT-SCI-M5-4-003,ANALYTICAL,L3,medium,repeat_topic,true,Current scenario renewable power generation India growing focus shift
APPSC-G1-2023-P5-Q12a,APPSC,2023,paper5,12a,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,hard,first_time,false,Coastal erosion factors Eastern vs Western coast India
APPSC-G1-2023-P5-Q12b,APPSC,2023,paper5,12b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,Technology as medium for environmental destruction through exploitation
APPSC-G1-2023-P5-Q13a,APPSC,2023,paper5,13a,Environment,MT-ENV-M5-5-004,ANALYTICAL,L4,hard,repeat_topic,true,1.5C climate threshold what happens if world passes it
APPSC-G1-2023-P5-Q13b,APPSC,2023,paper5,13b,Science & Technology,MT-SCI-M5-2-001,ANALYTICAL,L3,hard,first_time,true,Blockchain technology transforming agriculture sector in India
APPSC-G1-2023-P5-Q14a,APPSC,2023,paper5,14a,Science & Technology,MT-SCI-M5-4-002,ANALYTICAL,L4,hard,repeat_topic,false,India opposition to NPT and civil nuclear agreement NSG impact
APPSC-G1-2023-P5-Q14b,APPSC,2023,paper5,14b,Environment,MT-ENV-M5-5-007,CA_STATIC,L3,hard,first_time,true,E-waste recycling practices India new e-waste rules 2022
APPSC-G1-2023-P5-Q15a,APPSC,2023,paper5,15a,Environment,MT-ENV-M5-5-005,CA_STATIC,L4,hard,first_time,true,India not signing COP26 pledge deforestation methane by 2030
APPSC-G1-2023-P5-Q15b,APPSC,2023,paper5,15b,Environment,MT-ENV-M5-5-002,ANALYTICAL,L3,medium,first_time,false,Gene sanctuaries protecting genetic diversity of plants in India
APPSC-G1-2025-P5-Q1a,APPSC,2025,paper5,1a,Science & Technology,MT-SCI-M5-1-003,ANALYTICAL,L3,medium,first_time,false,NIRCA Rajamahendravaram research focus support to agriculture
APPSC-G1-2025-P5-Q1b,APPSC,2025,paper5,1b,Science & Technology,MT-SCI-M5-2-001,ANALYTICAL,L3,medium,repeat_topic,true,IoT technologies impact on household automation everyday tasks
APPSC-G1-2025-P5-Q2a,APPSC,2025,paper5,2a,Science & Technology,MT-SCI-M5-1-004,ANALYTICAL,L3,medium,first_time,false,C.V. Raman discovery of Raman Effect impact on global science
APPSC-G1-2025-P5-Q2b,APPSC,2025,paper5,2b,Science & Technology,MT-SCI-M5-1-003,ANALYTICAL,L3,medium,first_time,false,Major scientific institutes in AP and IISER Tirupati role
APPSC-G1-2025-P5-Q3a,APPSC,2025,paper5,3a,Science & Technology,MT-SCI-M5-2-002,ANALYTICAL,L3,medium,repeat_topic,false,Evolution of e-governance in India key initiatives public service
APPSC-G1-2025-P5-Q3b,APPSC,2025,paper5,3b,Science & Technology,MT-SCI-M5-2-003,ANALYTICAL,L3,medium,repeat_topic,false,Cybercrime definition major types prevalent in India today
APPSC-G1-2025-P5-Q4a,APPSC,2025,paper5,4a,Science & Technology,MT-SCI-M5-2-002,ANALYTICAL,L3,medium,first_time,false,National Policy on Information Technology 2012 digital empowerment
APPSC-G1-2025-P5-Q4b,APPSC,2025,paper5,4b,Science & Technology,MT-SCI-M5-3-002,ANALYTICAL,L3,medium,first_time,false,DRDO vision mission and role in national development
APPSC-G1-2025-P5-Q5a,APPSC,2025,paper5,5a,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,medium,repeat_topic,false,Indian Remote Sensing IRS satellite programme natural resource mgmt
APPSC-G1-2025-P5-Q5b,APPSC,2025,paper5,5b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,Primary reasons for deforestation in AP past two decades
APPSC-G1-2025-P5-Q6a,APPSC,2025,paper5,6a,Environment,MT-ENV-M5-5-008,ANALYTICAL,L4,hard,first_time,false,Mining activities and earthquakes regulation to minimize seismic risk
APPSC-G1-2025-P5-Q6b,APPSC,2025,paper5,6b,Environment,MT-ENV-M5-5-009,ANALYTICAL,L4,hard,first_time,false,Sustainable development definition relevance modern industrialization
APPSC-G1-2025-P5-Q7a,APPSC,2025,paper5,7a,Science & Technology,MT-SCI-M5-8-007,ANALYTICAL,L3,hard,first_time,false,Deforestation and emergence of infectious diseases relationship
APPSC-G1-2025-P5-Q7b,APPSC,2025,paper5,7b,Environment,MT-ENV-M5-6-004,ANALYTICAL,L3,medium,repeat_topic,false,Environmental Impact Assessment EIA definition key stages
APPSC-G1-2025-P5-Q8a,APPSC,2025,paper5,8a,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,repeat_topic,false,Types of natural resources in India government conservation initiatives
APPSC-G1-2025-P5-Q8b,APPSC,2025,paper5,8b,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,medium,repeat_topic,false,Integrated Solid Waste Management ISWM principles waste hierarchy
APPSC-G1-2025-P5-Q9a,APPSC,2025,paper5,9a,Science & Technology,MT-SCI-M5-7-014,ANALYTICAL,L4,hard,first_time,false,Plant biopharmaceuticals sustainable healthcare green pharmacy principles
APPSC-G1-2025-P5-Q9b,APPSC,2025,paper5,9b,Science & Technology,MT-SCI-M5-4-001,ANALYTICAL,L3,medium,repeat_topic,false,Conventional vs non-conventional energy resources relevance India
APPSC-G1-2025-P5-Q10a,APPSC,2025,paper5,10a,Environment,MT-ENV-M5-5-008,ANALYTICAL,L4,hard,repeat_topic,true,Disaster management initiatives since DM Act 2005 effectiveness
APPSC-G1-2025-P5-Q10b,APPSC,2025,paper5,10b,Environment,MT-ENV-M5-5-006,ANALYTICAL,L3,hard,repeat_topic,false,Legislative framework air water pollution key provisions limitations
APPSC-G1-2025-P5-Q11a,APPSC,2025,paper5,11a,Environment,MT-ENV-M5-5-004,ANALYTICAL,L3,medium,repeat_topic,false,Global warming vs climate change natural human-induced causes
APPSC-G1-2025-P5-Q11b,APPSC,2025,paper5,11b,Environment,MT-ENV-M5-5-007,ANALYTICAL,L4,hard,first_time,false,Remote sensing tracking environmental pollutants health implications
APPSC-G1-2025-P5-Q12a,APPSC,2025,paper5,12a,Science & Technology,MT-SCI-M5-7-001,ANALYTICAL,L3,hard,first_time,false,Regulatory framework governing GMOs in India modern challenges
APPSC-G1-2025-P5-Q12b,APPSC,2025,paper5,12b,Science & Technology,MT-SCI-M5-7-001,ANALYTICAL,L3,hard,first_time,true,National Biotechnology Development Strategy evolution objectives impact
APPSC-G1-2025-P5-Q13a,APPSC,2025,paper5,13a,Science & Technology,MT-SCI-M5-7-010,STATIC,L2,medium,repeat_topic,false,Vaccine components and functioning described
APPSC-G1-2025-P5-Q13b,APPSC,2025,paper5,13b,Science & Technology,MT-SCI-M5-8-005,ANALYTICAL,L3,medium,repeat_topic,false,Genetic engineering definition applications agriculture medicine
APPSC-G1-2025-P5-Q14a,APPSC,2025,paper5,14a,Science & Technology,MT-SCI-M5-7-003,ANALYTICAL,L4,hard,first_time,false,Biotech strategies monitoring controlling bacterial diseases poultry
APPSC-G1-2025-P5-Q14b,APPSC,2025,paper5,14b,Science & Technology,MT-SCI-M5-8-012,ANALYTICAL,L4,hard,first_time,false,Urban infrastructure influence on preventive measures disease outbreaks
APPSC-G1-2025-P5-Q15a,APPSC,2025,paper5,15a,Science & Technology,MT-SCI-M5-8-007,ANALYTICAL,L4,hard,first_time,false,Respiratory tract infection transmission in dense urban settings
APPSC-G1-2025-P5-Q15b,APPSC,2025,paper5,15b,Science & Technology,MT-SCI-M5-9-001,ANALYTICAL,L3,medium,repeat_topic,false,IPR importance in academic and industrial research collaborations
