pyq_id,commission,year,paper,question_number,subject,micro_topic_id,question_type,cognitive_level,difficulty,recurrence,ca_linked,question_summary,notes
APPSC-G1-2025-P4-5B,APPSC,2025,paper4,5B,Economy,MT-ECON-M4-4-005,ANALYTICAL,L3,hard,repeat_topic,false,15th Finance Commission key recommendations and influence on budgeting,15th FC repeat from 2023
APPSC-G1-2025-P4-6A,APPSC,2025,paper4,6A,Economy,MT-ECON-M4-6-007,ANALYTICAL,L2,medium,repeat_topic,false,Challenges faced by women in India and recent government empowerment programmes,Women issues repeat theme
APPSC-G1-2025-P4-6B,APPSC,2025,paper4,6B,Economy,MT-ECON-M4-1-004,ANALYTICAL,L3,medium,first_time,false,Inclusive Growth meaning in Indian economy and strategies for greater inclusion,Inclusive growth concept
APPSC-G1-2025-P4-7A,APPSC,2025,paper4,7A,Economy,MT-ECON-M4-6-002,ANALYTICAL,L3,medium,repeat_topic,false,Major poverty alleviation and employment generation programmes effectiveness,Poverty programmes repeat theme
APPSC-G1-2025-P4-7B,APPSC,2025,paper4,7B,Economy,MT-ECON-M4-6-006,ANALYTICAL,L3,medium,first_time,false,Social welfare schemes for inclusive growth - objectives features effectiveness,Social security schemes evaluation
APPSC-G1-2025-P4-8A,APPSC,2025,paper4,8A,Economy,MT-ECON-M4-6-013,ANALYTICAL,L3,hard,repeat_topic,false,Financial inclusion concept and initiatives for unbanked populations,Financial inclusion repeat from 2023
APPSC-G1-2025-P4-8B,APPSC,2025,paper4,8B,Economy,MT-ECON-M4-7-001,ANALYTICAL,L2,medium,repeat_topic,false,Sustainable agriculture concept key objectives and practices in India,Sustainable agriculture repeat from 2023
APPSC-G1-2025-P4-9A,APPSC,2025,paper4,9A,Economy,MT-ECON-M4-7-005,ANALYTICAL,L3,hard,repeat_topic,false,APMC Act role in agricultural price policy and issues observed by policymakers,APMC + agri marketing repeat
APPSC-G1-2025-P4-9B,APPSC,2025,paper4,9B,Economy,MT-ECON-M4-7-004,ANALYTICAL,L3,hard,repeat_topic,false,Agriculture finance production and marketing for sustainable agricultural growth,Agri finance + marketing repeat
APPSC-G1-2025-P4-10A,APPSC,2025,paper4,10A,Economy,MT-ECON-M4-8-006,ANALYTICAL,L2,medium,repeat_topic,false,Key drivers for fisheries sector growth and department schemes,Fisheries repeat from 2023
APPSC-G1-2025-P4-10B,APPSC,2025,paper4,10B,Economy,MT-ECON-M4-7-008,ANALYTICAL,L3,medium,repeat_topic,false,Agriculture role in AP economic development and SGDP contribution and drivers,ap_specific; AP agriculture SGDP repeat
APPSC-G1-2025-P4-11A,APPSC,2025,paper4,11A,Economy,MT-ECON-M4-1-005,ANALYTICAL,L3,hard,first_time,false,Role of industrial sector in India economic development income employment modernization,Industry role in development
APPSC-G1-2025-P4-11B,APPSC,2025,paper4,11B,Economy,MT-ECON-M4-9-003,ANALYTICAL,L3,medium,first_time,false,Startup India programme role in entrepreneurial development and economic growth,Startup India evaluation
APPSC-G1-2025-P4-12A,APPSC,2025,paper4,12A,Economy,MT-ECON-M4-10-001,ANALYTICAL,L4,hard,repeat_topic,false,AP government industrial policy initiatives support measures and bottlenecks,ap_specific; AP industrial policy repeat
APPSC-G1-2025-P4-12B,APPSC,2025,paper4,12B,Economy,MT-ECON-M4-1-005,ANALYTICAL,L3,medium,first_time,false,Role of industrial sector in India development and DIPP role,Industry + DIPP role
APPSC-G1-2025-P4-13A,APPSC,2025,paper4,13A,Economy,MT-ECON-M4-11-001,ANALYTICAL,L3,hard,first_time,false,Current state of transport infrastructure in India and contribution to development,Transport infrastructure evaluation
APPSC-G1-2025-P4-13B,APPSC,2025,paper4,13B,Economy,MT-ECON-M4-11-002,ANALYTICAL,L3,medium,first_time,true,Solar energy significance in India renewable energy strategy and initiatives,CA_linked to renewable targets
APPSC-G1-2025-P4-14A,APPSC,2025,paper4,14A,Economy,MT-ECON-M4-11-004,ANALYTICAL,L3,hard,repeat_topic,false,Smart Cities Mission role in transforming urban infrastructure objectives and challenges,Smart Cities repeat from 2020+2023
APPSC-G1-2025-P4-14B,APPSC,2025,paper4,14B,Economy,MT-ECON-M4-11-013,ANALYTICAL,L3,hard,first_time,false,Transport Energy and ICT infrastructure development in AP and economic contribution,ap_specific; AP infrastructure sectors
APPSC-G1-2025-P4-15A,APPSC,2025,paper4,15A,Economy,MT-ECON-M4-4-005,ANALYTICAL,L3,hard,repeat_exact,false,Latest Finance Commission recommendations for Union-State fiscal relations and revenue sharing,Finance Commission repeat near-exact
APPSC-G1-2025-P4-15B,APPSC,2025,paper4,15B,Economy,MT-ECON-M4-11-005,ANALYTICAL,L3,hard,repeat_topic,false,Flaws in PPP model of infrastructure development and key restructuring points,PPP model repeat from 2017+2020
